codigo_municipio;nome_municipio;UF_municipio;nome_bioma;grande_regiao
3503505;Areias;SP;Mata Atlântica;Sudeste
3503604;Areiópolis;SP;Mata Atlântica;Sudeste
3503703;Ariranha;SP;Mata Atlântica;Sudeste
3503802;Artur Nogueira;SP;Mata Atlântica;Sudeste
3503901;Arujá;SP;Mata Atlântica;Sudeste
3503950;Aspásia;SP;Mata Atlântica;Sudeste
3504008;Assis;SP;Cerrado;Sudeste
3504107;Atibaia;SP;Mata Atlântica;Sudeste
3504206;Auriflama;SP;Mata Atlântica;Sudeste
3504305;Avaí;SP;Mata Atlântica;Sudeste
3504404;Avanhandava;SP;Mata Atlântica;Sudeste
3504503;Avaré;SP;Cerrado;Sudeste
3504602;Bady Bassitt;SP;Mata Atlântica;Sudeste
3504701;Balbinos;SP;Mata Atlântica;Sudeste
3504800;Bálsamo;SP;Mata Atlântica;Sudeste
3504909;Bananal;SP;Mata Atlântica;Sudeste
3505005;Barão de Antonina;SP;Mata Atlântica;Sudeste
3505104;Barbosa;SP;Mata Atlântica;Sudeste
3505203;Bariri;SP;Mata Atlântica;Sudeste
3505302;Barra Bonita;SP;Mata Atlântica;Sudeste
3505351;Barra do Chapéu;SP;Mata Atlântica;Sudeste
3505401;Barra do Turvo;SP;Mata Atlântica;Sudeste
3505500;Barretos;SP;Cerrado;Sudeste
3505609;Barrinha;SP;Mata Atlântica;Sudeste
3505708;Barueri;SP;Mata Atlântica;Sudeste
3505807;Bastos;SP;Mata Atlântica;Sudeste
3505906;Batatais;SP;Mata Atlântica;Sudeste
3506003;Bauru;SP;Cerrado;Sudeste
3506102;Bebedouro;SP;Cerrado;Sudeste
3506201;Bento de Abreu;SP;Mata Atlântica;Sudeste
3506300;Bernardino de Campos;SP;Mata Atlântica;Sudeste
3506359;Bertioga;SP;Mata Atlântica;Sudeste
3506409;Bilac;SP;Mata Atlântica;Sudeste
3506508;Birigui;SP;Mata Atlântica;Sudeste
3506607;Biritiba Mirim;SP;Mata Atlântica;Sudeste
3506706;Boa Esperança do Sul;SP;Cerrado;Sudeste
3506805;Bocaina;SP;Mata Atlântica;Sudeste
3506904;Bofete;SP;Cerrado;Sudeste
3507001;Boituva;SP;Mata Atlântica;Sudeste
3507100;Bom Jesus dos Perdões;SP;Mata Atlântica;Sudeste
3507159;Bom Sucesso de Itararé;SP;Mata Atlântica;Sudeste
3507209;Borá;SP;Mata Atlântica;Sudeste
3507308;Boracéia;SP;Mata Atlântica;Sudeste
3507407;Borborema;SP;Mata Atlântica;Sudeste
3507456;Borebi;SP;Cerrado;Sudeste
3507506;Botucatu;SP;Cerrado;Sudeste
3507605;Bragança Paulista;SP;Mata Atlântica;Sudeste
3507704;Braúna;SP;Mata Atlântica;Sudeste
3507753;Brejo Alegre;SP;Mata Atlântica;Sudeste
3507803;Brodowski;SP;Mata Atlântica;Sudeste
3507902;Brotas;SP;Cerrado;Sudeste
3508009;Buri;SP;Mata Atlântica;Sudeste
3508108;Buritama;SP;Mata Atlântica;Sudeste
3508207;Buritizal;SP;Cerrado;Sudeste
3508306;Cabrália Paulista;SP;Cerrado;Sudeste
3508405;Cabreúva;SP;Mata Atlântica;Sudeste
3508504;Caçapava;SP;Mata Atlântica;Sudeste
3508603;Cachoeira Paulista;SP;Mata Atlântica;Sudeste
3508702;Caconde;SP;Mata Atlântica;Sudeste
3508801;Cafelândia;SP;Mata Atlântica;Sudeste
3508900;Caiabu;SP;Mata Atlântica;Sudeste
3509007;Caieiras;SP;Mata Atlântica;Sudeste
3509106;Caiuá;SP;Mata Atlântica;Sudeste
3509205;Cajamar;SP;Mata Atlântica;Sudeste
3509254;Cajati;SP;Mata Atlântica;Sudeste
3509304;Cajobi;SP;Mata Atlântica;Sudeste
3509403;Cajuru;SP;Cerrado;Sudeste
3509452;Campina do Monte Alegre;SP;Cerrado;Sudeste
3509502;Campinas;SP;Mata Atlântica;Sudeste
3509601;Campo Limpo Paulista;SP;Mata Atlântica;Sudeste
3509700;Campos do Jordão;SP;Mata Atlântica;Sudeste
3509809;Campos Novos Paulista;SP;Cerrado;Sudeste
3509908;Cananéia;SP;Mata Atlântica;Sudeste
3509957;Canas;SP;Mata Atlântica;Sudeste
3510005;Cândido Mota;SP;Mata Atlântica;Sudeste
3510104;Cândido Rodrigues;SP;Mata Atlântica;Sudeste
3510153;Canitar;SP;Mata Atlântica;Sudeste
3510203;Capão Bonito;SP;Mata Atlântica;Sudeste
3510302;Capela do Alto;SP;Mata Atlântica;Sudeste
3510401;Capivari;SP;Mata Atlântica;Sudeste
3510500;Caraguatatuba;SP;Mata Atlântica;Sudeste
3510609;Carapicuíba;SP;Mata Atlântica;Sudeste
3510708;Cardoso;SP;Mata Atlântica;Sudeste
3510807;Casa Branca;SP;Mata Atlântica;Sudeste
3510906;Cássia dos Coqueiros;SP;Cerrado;Sudeste
3511003;Castilho;SP;Mata Atlântica;Sudeste
3511102;Catanduva;SP;Mata Atlântica;Sudeste
3511201;Catiguá;SP;Mata Atlântica;Sudeste
3511300;Cedral;SP;Mata Atlântica;Sudeste
3511409;Cerqueira César;SP;Cerrado;Sudeste
3511508;Cerquilho;SP;Mata Atlântica;Sudeste
3511607;Cesário Lange;SP;Mata Atlântica;Sudeste
3511706;Charqueada;SP;Cerrado;Sudeste
3511904;Clementina;SP;Mata Atlântica;Sudeste
3512001;Colina;SP;Cerrado;Sudeste
3512100;Colômbia;SP;Cerrado;Sudeste
3512209;Conchal;SP;Cerrado;Sudeste
3512308;Conchas;SP;Mata Atlântica;Sudeste
3512407;Cordeirópolis;SP;Mata Atlântica;Sudeste
3512506;Coroados;SP;Mata Atlântica;Sudeste
3512605;Coronel Macedo;SP;Mata Atlântica;Sudeste
3512704;Corumbataí;SP;Mata Atlântica;Sudeste
3512803;Cosmópolis;SP;Mata Atlântica;Sudeste
3512902;Cosmorama;SP;Mata Atlântica;Sudeste
3513009;Cotia;SP;Mata Atlântica;Sudeste
3513108;Cravinhos;SP;Mata Atlântica;Sudeste
3513207;Cristais Paulista;SP;Mata Atlântica;Sudeste
3513306;Cruzália;SP;Mata Atlântica;Sudeste
3513405;Cruzeiro;SP;Mata Atlântica;Sudeste
3513504;Cubatão;SP;Mata Atlântica;Sudeste
3513603;Cunha;SP;Mata Atlântica;Sudeste
3513702;Descalvado;SP;Cerrado;Sudeste
3513801;Diadema;SP;Mata Atlântica;Sudeste
3513850;Dirce Reis;SP;Mata Atlântica;Sudeste
3513900;Divinolândia;SP;Mata Atlântica;Sudeste
3514007;Dobrada;SP;Mata Atlântica;Sudeste
3514106;Dois Córregos;SP;Mata Atlântica;Sudeste
3514205;Dolcinópolis;SP;Mata Atlântica;Sudeste
3514304;Dourado;SP;Mata Atlântica;Sudeste
3514403;Dracena;SP;Mata Atlântica;Sudeste
3514502;Duartina;SP;Mata Atlântica;Sudeste
3514601;Dumont;SP;Mata Atlântica;Sudeste
3514700;Echaporã;SP;Cerrado;Sudeste
3514809;Eldorado;SP;Mata Atlântica;Sudeste
3514908;Elias Fausto;SP;Mata Atlântica;Sudeste
3514924;Elisiário;SP;Mata Atlântica;Sudeste
3514957;Embaúba;SP;Mata Atlântica;Sudeste
3515004;Embu das Artes;SP;Mata Atlântica;Sudeste
3515103;Embu-Guaçu;SP;Mata Atlântica;Sudeste
3515129;Emilianópolis;SP;Mata Atlântica;Sudeste
3515152;Engenheiro Coelho;SP;Mata Atlântica;Sudeste
3515186;Espírito Santo do Pinhal;SP;Mata Atlântica;Sudeste
3515194;Espírito Santo do Turvo;SP;Cerrado;Sudeste
3515202;Estrela d'Oeste;SP;Mata Atlântica;Sudeste
3515301;Estrela do Norte;SP;Mata Atlântica;Sudeste
3515350;Euclides da Cunha Paulista;SP;Mata Atlântica;Sudeste
3515400;Fartura;SP;Mata Atlântica;Sudeste
3515509;Fernandópolis;SP;Mata Atlântica;Sudeste
3515608;Fernando Prestes;SP;Mata Atlântica;Sudeste
3515657;Fernão;SP;Mata Atlântica;Sudeste
3515707;Ferraz de Vasconcelos;SP;Mata Atlântica;Sudeste
3515806;Flora Rica;SP;Mata Atlântica;Sudeste
3515905;Floreal;SP;Mata Atlântica;Sudeste
3516002;Flórida Paulista;SP;Mata Atlântica;Sudeste
3516101;Florínea;SP;Mata Atlântica;Sudeste
3516200;Franca;SP;Cerrado;Sudeste
3516309;Francisco Morato;SP;Mata Atlântica;Sudeste
3516408;Franco da Rocha;SP;Mata Atlântica;Sudeste
3516507;Gabriel Monteiro;SP;Mata Atlântica;Sudeste
3516606;Gália;SP;Mata Atlântica;Sudeste
3516705;Garça;SP;Mata Atlântica;Sudeste
3516804;Gastão Vidigal;SP;Mata Atlântica;Sudeste
3516853;Gavião Peixoto;SP;Cerrado;Sudeste
3516903;General Salgado;SP;Mata Atlântica;Sudeste
3517000;Getulina;SP;Mata Atlântica;Sudeste
3517109;Glicério;SP;Mata Atlântica;Sudeste
3517208;Guaiçara;SP;Mata Atlântica;Sudeste
3517307;Guaimbê;SP;Mata Atlântica;Sudeste
3517406;Guaíra;SP;Mata Atlântica;Sudeste
3517505;Guapiaçu;SP;Mata Atlântica;Sudeste
3517604;Guapiara;SP;Mata Atlântica;Sudeste
3517703;Guará;SP;Mata Atlântica;Sudeste
3517802;Guaraçaí;SP;Mata Atlântica;Sudeste
3517901;Guaraci;SP;Cerrado;Sudeste
3518008;Guarani d'Oeste;SP;Mata Atlântica;Sudeste
3518107;Guarantã;SP;Mata Atlântica;Sudeste
3518206;Guararapes;SP;Mata Atlântica;Sudeste
3518305;Guararema;SP;Mata Atlântica;Sudeste
3518404;Guaratinguetá;SP;Mata Atlântica;Sudeste
3518503;Guareí;SP;Mata Atlântica;Sudeste
3518602;Guariba;SP;Mata Atlântica;Sudeste
3518701;Guarujá;SP;Mata Atlântica;Sudeste
3518800;Guarulhos;SP;Mata Atlântica;Sudeste
3518859;Guatapará;SP;Mata Atlântica;Sudeste
3518909;Guzolândia;SP;Mata Atlântica;Sudeste
3519006;Herculândia;SP;Mata Atlântica;Sudeste
3519055;Holambra;SP;Mata Atlântica;Sudeste
3519071;Hortolândia;SP;Mata Atlântica;Sudeste
3519105;Iacanga;SP;Mata Atlântica;Sudeste
3519204;Iacri;SP;Mata Atlântica;Sudeste
3519253;Iaras;SP;Cerrado;Sudeste
3519303;Ibaté;SP;Cerrado;Sudeste
3519402;Ibirá;SP;Mata Atlântica;Sudeste
3519501;Ibirarema;SP;Mata Atlântica;Sudeste
3519600;Ibitinga;SP;Mata Atlântica;Sudeste
3519709;Ibiúna;SP;Mata Atlântica;Sudeste
3519808;Icém;SP;Cerrado;Sudeste
3519907;Iepê;SP;Mata Atlântica;Sudeste
3520004;Igaraçu do Tietê;SP;Mata Atlântica;Sudeste
3520103;Igarapava;SP;Mata Atlântica;Sudeste
3520202;Igaratá;SP;Mata Atlântica;Sudeste
3520301;Iguape;SP;Mata Atlântica;Sudeste
3520400;Ilhabela;SP;Mata Atlântica;Sudeste
3520426;Ilha Comprida;SP;Mata Atlântica;Sudeste
3520442;Ilha Solteira;SP;Mata Atlântica;Sudeste
3520509;Indaiatuba;SP;Mata Atlântica;Sudeste
3520608;Indiana;SP;Mata Atlântica;Sudeste
3520707;Indiaporã;SP;Mata Atlântica;Sudeste
3520806;Inúbia Paulista;SP;Mata Atlântica;Sudeste
3520905;Ipaussu;SP;Mata Atlântica;Sudeste
3521002;Iperó;SP;Mata Atlântica;Sudeste
3521101;Ipeúna;SP;Mata Atlântica;Sudeste
3521150;Ipiguá;SP;Mata Atlântica;Sudeste
3521200;Iporanga;SP;Mata Atlântica;Sudeste
3521309;Ipuã;SP;Mata Atlântica;Sudeste
3521408;Iracemápolis;SP;Mata Atlântica;Sudeste
3521507;Irapuã;SP;Mata Atlântica;Sudeste
3521606;Irapuru;SP;Mata Atlântica;Sudeste
3521705;Itaberá;SP;Mata Atlântica;Sudeste
3521804;Itaí;SP;Cerrado;Sudeste
3521903;Itajobi;SP;Mata Atlântica;Sudeste
3522000;Itaju;SP;Mata Atlântica;Sudeste
3522109;Itanhaém;SP;Mata Atlântica;Sudeste
3522158;Itaoca;SP;Mata Atlântica;Sudeste
3522208;Itapecerica da Serra;SP;Mata Atlântica;Sudeste
3522307;Itapetininga;SP;Mata Atlântica;Sudeste
3522406;Itapeva;SP;Cerrado;Sudeste
3522505;Itapevi;SP;Mata Atlântica;Sudeste
3522604;Itapira;SP;Mata Atlântica;Sudeste
3522653;Itapirapuã Paulista;SP;Mata Atlântica;Sudeste
3522703;Itápolis;SP;Mata Atlântica;Sudeste
3522802;Itaporanga;SP;Mata Atlântica;Sudeste
3522901;Itapuí;SP;Mata Atlântica;Sudeste
3523008;Itapura;SP;Mata Atlântica;Sudeste
3523107;Itaquaquecetuba;SP;Mata Atlântica;Sudeste
3523206;Itararé;SP;Cerrado;Sudeste
3523305;Itariri;SP;Mata Atlântica;Sudeste
3523404;Itatiba;SP;Mata Atlântica;Sudeste
3523503;Itatinga;SP;Cerrado;Sudeste
3523602;Itirapina;SP;Cerrado;Sudeste
3523701;Itirapuã;SP;Mata Atlântica;Sudeste
3523800;Itobi;SP;Mata Atlântica;Sudeste
3523909;Itu;SP;Mata Atlântica;Sudeste
3524006;Itupeva;SP;Mata Atlântica;Sudeste
3524105;Ituverava;SP;Mata Atlântica;Sudeste
3524204;Jaborandi;SP;Mata Atlântica;Sudeste
3524303;Jaboticabal;SP;Mata Atlântica;Sudeste
3524402;Jacareí;SP;Mata Atlântica;Sudeste
3524501;Jaci;SP;Mata Atlântica;Sudeste
3524600;Jacupiranga;SP;Mata Atlântica;Sudeste
3524709;Jaguariúna;SP;Mata Atlântica;Sudeste
3524808;Jales;SP;Mata Atlântica;Sudeste
3524907;Jambeiro;SP;Mata Atlântica;Sudeste
3525003;Jandira;SP;Mata Atlântica;Sudeste
3525102;Jardinópolis;SP;Mata Atlântica;Sudeste
3525201;Jarinu;SP;Mata Atlântica;Sudeste
3525300;Jaú;SP;Mata Atlântica;Sudeste
3525409;Jeriquara;SP;Cerrado;Sudeste
3525508;Joanópolis;SP;Mata Atlântica;Sudeste
3525607;João Ramalho;SP;Mata Atlântica;Sudeste
3525706;José Bonifácio;SP;Mata Atlântica;Sudeste
3525805;Júlio Mesquita;SP;Mata Atlântica;Sudeste
3525854;Jumirim;SP;Mata Atlântica;Sudeste
3525904;Jundiaí;SP;Mata Atlântica;Sudeste
3526001;Junqueirópolis;SP;Mata Atlântica;Sudeste
3526100;Juquiá;SP;Mata Atlântica;Sudeste
3526209;Juquitiba;SP;Mata Atlântica;Sudeste
3526308;Lagoinha;SP;Mata Atlântica;Sudeste
3526407;Laranjal Paulista;SP;Mata Atlântica;Sudeste
3526506;Lavínia;SP;Mata Atlântica;Sudeste
3526605;Lavrinhas;SP;Mata Atlântica;Sudeste
3526704;Leme;SP;Mata Atlântica;Sudeste
3526803;Lençóis Paulista;SP;Cerrado;Sudeste
3526902;Limeira;SP;Mata Atlântica;Sudeste
3527009;Lindóia;SP;Mata Atlântica;Sudeste
3527108;Lins;SP;Mata Atlântica;Sudeste
3527207;Lorena;SP;Mata Atlântica;Sudeste
3527256;Lourdes;SP;Mata Atlântica;Sudeste
3527306;Louveira;SP;Mata Atlântica;Sudeste
3527405;Lucélia;SP;Mata Atlântica;Sudeste
3527504;Lucianópolis;SP;Cerrado;Sudeste
3527603;Luís Antônio;SP;Cerrado;Sudeste
3527702;Luiziânia;SP;Mata Atlântica;Sudeste
3527801;Lupércio;SP;Mata Atlântica;Sudeste
3527900;Lutécia;SP;Mata Atlântica;Sudeste
3528007;Macatuba;SP;Mata Atlântica;Sudeste
3528106;Macaubal;SP;Mata Atlântica;Sudeste
3528205;Macedônia;SP;Mata Atlântica;Sudeste
3528304;Magda;SP;Mata Atlântica;Sudeste
3528403;Mairinque;SP;Mata Atlântica;Sudeste
3528502;Mairiporã;SP;Mata Atlântica;Sudeste
3528601;Manduri;SP;Mata Atlântica;Sudeste
3528700;Marabá Paulista;SP;Mata Atlântica;Sudeste
3528809;Maracaí;SP;Mata Atlântica;Sudeste
3528858;Marapoama;SP;Mata Atlântica;Sudeste
3528908;Mariápolis;SP;Mata Atlântica;Sudeste
3529005;Marília;SP;Mata Atlântica;Sudeste
3529104;Marinópolis;SP;Mata Atlântica;Sudeste
3529203;Martinópolis;SP;Cerrado;Sudeste
3529302;Matão;SP;Mata Atlântica;Sudeste
3529401;Mauá;SP;Mata Atlântica;Sudeste
3529500;Mendonça;SP;Mata Atlântica;Sudeste
3529609;Meridiano;SP;Mata Atlântica;Sudeste
3529658;Mesópolis;SP;Mata Atlântica;Sudeste
3529708;Miguelópolis;SP;Mata Atlântica;Sudeste
3529807;Mineiros do Tietê;SP;Mata Atlântica;Sudeste
3529906;Miracatu;SP;Mata Atlântica;Sudeste
3530003;Mira Estrela;SP;Mata Atlântica;Sudeste
3530102;Mirandópolis;SP;Mata Atlântica;Sudeste
3530201;Mirante do Paranapanema;SP;Mata Atlântica;Sudeste
3530300;Mirassol;SP;Mata Atlântica;Sudeste
3530409;Mirassolândia;SP;Mata Atlântica;Sudeste
3530508;Mococa;SP;Mata Atlântica;Sudeste
3530607;Mogi das Cruzes;SP;Mata Atlântica;Sudeste
3530706;Mogi Guaçu;SP;Mata Atlântica;Sudeste
3530805;Mogi Mirim;SP;Mata Atlântica;Sudeste
3530904;Mombuca;SP;Mata Atlântica;Sudeste
3531001;Monções;SP;Mata Atlântica;Sudeste
3531100;Mongaguá;SP;Mata Atlântica;Sudeste
3531209;Monte Alegre do Sul;SP;Mata Atlântica;Sudeste
3531308;Monte Alto;SP;Mata Atlântica;Sudeste
3531407;Monte Aprazível;SP;Mata Atlântica;Sudeste
3531506;Monte Azul Paulista;SP;Mata Atlântica;Sudeste
3531605;Monte Castelo;SP;Mata Atlântica;Sudeste
3531704;Monteiro Lobato;SP;Mata Atlântica;Sudeste
3531803;Monte Mor;SP;Mata Atlântica;Sudeste
3531902;Morro Agudo;SP;Mata Atlântica;Sudeste
3532009;Morungaba;SP;Mata Atlântica;Sudeste
3532058;Motuca;SP;Mata Atlântica;Sudeste
3532108;Murutinga do Sul;SP;Mata Atlântica;Sudeste
3532157;Nantes;SP;Mata Atlântica;Sudeste
3532207;Narandiba;SP;Mata Atlântica;Sudeste
3532306;Natividade da Serra;SP;Mata Atlântica;Sudeste
3532405;Nazaré Paulista;SP;Mata Atlântica;Sudeste
3532504;Neves Paulista;SP;Mata Atlântica;Sudeste
3532603;Nhandeara;SP;Mata Atlântica;Sudeste
3532702;Nipoã;SP;Mata Atlântica;Sudeste
3532801;Nova Aliança;SP;Mata Atlântica;Sudeste
3532827;Nova Campina;SP;Mata Atlântica;Sudeste
3532843;Nova Canaã Paulista;SP;Mata Atlântica;Sudeste
3532868;Nova Castilho;SP;Mata Atlântica;Sudeste
3532900;Nova Europa;SP;Mata Atlântica;Sudeste
3533007;Nova Granada;SP;Mata Atlântica;Sudeste
3533106;Nova Guataporanga;SP;Mata Atlântica;Sudeste
3533205;Nova Independência;SP;Mata Atlântica;Sudeste
3533254;Novais;SP;Mata Atlântica;Sudeste
3533304;Nova Luzitânia;SP;Mata Atlântica;Sudeste
3533403;Nova Odessa;SP;Mata Atlântica;Sudeste
3533502;Novo Horizonte;SP;Mata Atlântica;Sudeste
3533601;Nuporanga;SP;Mata Atlântica;Sudeste
3533700;Ocauçu;SP;Cerrado;Sudeste
3533809;Óleo;SP;Mata Atlântica;Sudeste
3533908;Olímpia;SP;Mata Atlântica;Sudeste
3534005;Onda Verde;SP;Mata Atlântica;Sudeste
3534104;Oriente;SP;Mata Atlântica;Sudeste
3534203;Orindiúva;SP;Cerrado;Sudeste
3534302;Orlândia;SP;Mata Atlântica;Sudeste
3534401;Osasco;SP;Mata Atlântica;Sudeste
3534500;Oscar Bressane;SP;Mata Atlântica;Sudeste
3534609;Osvaldo Cruz;SP;Mata Atlântica;Sudeste
3534708;Ourinhos;SP;Mata Atlântica;Sudeste
3534757;Ouroeste;SP;Mata Atlântica;Sudeste
3534807;Ouro Verde;SP;Mata Atlântica;Sudeste
3534906;Pacaembu;SP;Mata Atlântica;Sudeste
3535002;Palestina;SP;Mata Atlântica;Sudeste
3535101;Palmares Paulista;SP;Mata Atlântica;Sudeste
3535200;Palmeira d'Oeste;SP;Mata Atlântica;Sudeste
3535309;Palmital;SP;Mata Atlântica;Sudeste
3535408;Panorama;SP;Mata Atlântica;Sudeste
3535507;Paraguaçu Paulista;SP;Cerrado;Sudeste
3535606;Paraibuna;SP;Mata Atlântica;Sudeste
3535705;Paraíso;SP;Mata Atlântica;Sudeste
3535804;Paranapanema;SP;Cerrado;Sudeste
3535903;Paranapuã;SP;Mata Atlântica;Sudeste
3536000;Parapuã;SP;Mata Atlântica;Sudeste
3536109;Pardinho;SP;Mata Atlântica;Sudeste
3536208;Pariquera-Açu;SP;Mata Atlântica;Sudeste
3536257;Parisi;SP;Mata Atlântica;Sudeste
3536307;Patrocínio Paulista;SP;Cerrado;Sudeste
3536406;Paulicéia;SP;Mata Atlântica;Sudeste
3536505;Paulínia;SP;Mata Atlântica;Sudeste
3536570;Paulistânia;SP;Cerrado;Sudeste
3536604;Paulo de Faria;SP;Cerrado;Sudeste
3536703;Pederneiras;SP;Cerrado;Sudeste
3536802;Pedra Bela;SP;Mata Atlântica;Sudeste
3536901;Pedranópolis;SP;Mata Atlântica;Sudeste
3537008;Pedregulho;SP;Cerrado;Sudeste
3537107;Pedreira;SP;Mata Atlântica;Sudeste
3537156;Pedrinhas Paulista;SP;Mata Atlântica;Sudeste
3537206;Pedro de Toledo;SP;Mata Atlântica;Sudeste
3537305;Penápolis;SP;Mata Atlântica;Sudeste
3537404;Pereira Barreto;SP;Mata Atlântica;Sudeste
3537503;Pereiras;SP;Mata Atlântica;Sudeste
3537602;Peruíbe;SP;Mata Atlântica;Sudeste
3537701;Piacatu;SP;Mata Atlântica;Sudeste
3537800;Piedade;SP;Mata Atlântica;Sudeste
3537909;Pilar do Sul;SP;Mata Atlântica;Sudeste
3538006;Pindamonhangaba;SP;Mata Atlântica;Sudeste
3538105;Pindorama;SP;Mata Atlântica;Sudeste
3538204;Pinhalzinho;SP;Mata Atlântica;Sudeste
3538303;Piquerobi;SP;Mata Atlântica;Sudeste
3538501;Piquete;SP;Mata Atlântica;Sudeste
3538600;Piracaia;SP;Mata Atlântica;Sudeste
3538709;Piracicaba;SP;Mata Atlântica;Sudeste
3538808;Piraju;SP;Mata Atlântica;Sudeste
3538907;Pirajuí;SP;Mata Atlântica;Sudeste
3539004;Pirangi;SP;Mata Atlântica;Sudeste
3539103;Pirapora do Bom Jesus;SP;Mata Atlântica;Sudeste
3539202;Pirapozinho;SP;Mata Atlântica;Sudeste
3539301;Pirassununga;SP;Cerrado;Sudeste
3539400;Piratininga;SP;Mata Atlântica;Sudeste
3539509;Pitangueiras;SP;Mata Atlântica;Sudeste
3539608;Planalto;SP;Mata Atlântica;Sudeste
3539707;Platina;SP;Cerrado;Sudeste
3539806;Poá;SP;Mata Atlântica;Sudeste
3539905;Poloni;SP;Mata Atlântica;Sudeste
3540002;Pompéia;SP;Mata Atlântica;Sudeste
3540101;Pongaí;SP;Mata Atlântica;Sudeste
3540200;Pontal;SP;Mata Atlântica;Sudeste
3540259;Pontalinda;SP;Mata Atlântica;Sudeste
3540309;Pontes Gestal;SP;Mata Atlântica;Sudeste
3540408;Populina;SP;Mata Atlântica;Sudeste
3540507;Porangaba;SP;Mata Atlântica;Sudeste
3540606;Porto Feliz;SP;Mata Atlântica;Sudeste
3540705;Porto Ferreira;SP;Cerrado;Sudeste
3540754;Potim;SP;Mata Atlântica;Sudeste
3540804;Potirendaba;SP;Mata Atlântica;Sudeste
3540853;Pracinha;SP;Mata Atlântica;Sudeste
3540903;Pradópolis;SP;Mata Atlântica;Sudeste
3541000;Praia Grande;SP;Mata Atlântica;Sudeste
3541059;Pratânia;SP;Cerrado;Sudeste
3541109;Presidente Alves;SP;Mata Atlântica;Sudeste
3541208;Presidente Bernardes;SP;Mata Atlântica;Sudeste
3541307;Presidente Epitácio;SP;Mata Atlântica;Sudeste
3541406;Presidente Prudente;SP;Mata Atlântica;Sudeste
3541505;Presidente Venceslau;SP;Mata Atlântica;Sudeste
3541604;Promissão;SP;Mata Atlântica;Sudeste
3541653;Quadra;SP;Mata Atlântica;Sudeste
3541703;Quatá;SP;Mata Atlântica;Sudeste
3541802;Queiroz;SP;Mata Atlântica;Sudeste
3541901;Queluz;SP;Mata Atlântica;Sudeste
3542008;Quintana;SP;Mata Atlântica;Sudeste
3542107;Rafard;SP;Mata Atlântica;Sudeste
3542206;Rancharia;SP;Mata Atlântica;Sudeste
3542305;Redenção da Serra;SP;Mata Atlântica;Sudeste
3542404;Regente Feijó;SP;Mata Atlântica;Sudeste
3542503;Reginópolis;SP;Mata Atlântica;Sudeste
3542602;Registro;SP;Mata Atlântica;Sudeste
3542701;Restinga;SP;Mata Atlântica;Sudeste
3542800;Ribeira;SP;Mata Atlântica;Sudeste
3542909;Ribeirão Bonito;SP;Cerrado;Sudeste
3543006;Ribeirão Branco;SP;Mata Atlântica;Sudeste
3543105;Ribeirão Corrente;SP;Cerrado;Sudeste
3543204;Ribeirão do Sul;SP;Cerrado;Sudeste
3543238;Ribeirão dos Índios;SP;Mata Atlântica;Sudeste
3543253;Ribeirão Grande;SP;Mata Atlântica;Sudeste
3543303;Ribeirão Pires;SP;Mata Atlântica;Sudeste
3543402;Ribeirão Preto;SP;Mata Atlântica;Sudeste
3543501;Riversul;SP;Mata Atlântica;Sudeste
3543600;Rifaina;SP;Cerrado;Sudeste
3543709;Rincão;SP;Mata Atlântica;Sudeste
3543808;Rinópolis;SP;Mata Atlântica;Sudeste
3543907;Rio Claro;SP;Mata Atlântica;Sudeste
3544004;Rio das Pedras;SP;Mata Atlântica;Sudeste
3544103;Rio Grande da Serra;SP;Mata Atlântica;Sudeste
3544202;Riolândia;SP;Mata Atlântica;Sudeste
3544251;Rosana;SP;Mata Atlântica;Sudeste
3544301;Roseira;SP;Mata Atlântica;Sudeste
3544400;Rubiácea;SP;Mata Atlântica;Sudeste
3544509;Rubinéia;SP;Mata Atlântica;Sudeste
3544608;Sabino;SP;Mata Atlântica;Sudeste
3544707;Sagres;SP;Mata Atlântica;Sudeste
3544806;Sales;SP;Mata Atlântica;Sudeste
3544905;Sales Oliveira;SP;Mata Atlântica;Sudeste
3545001;Salesópolis;SP;Mata Atlântica;Sudeste
3545100;Salmourão;SP;Mata Atlântica;Sudeste
3545159;Saltinho;SP;Mata Atlântica;Sudeste
3545209;Salto;SP;Mata Atlântica;Sudeste
3545308;Salto de Pirapora;SP;Mata Atlântica;Sudeste
3545407;Salto Grande;SP;Mata Atlântica;Sudeste
3545506;Sandovalina;SP;Mata Atlântica;Sudeste
3545605;Santa Adélia;SP;Mata Atlântica;Sudeste
3545704;Santa Albertina;SP;Mata Atlântica;Sudeste
3545803;Santa Bárbara d'Oeste;SP;Mata Atlântica;Sudeste
3546009;Santa Branca;SP;Mata Atlântica;Sudeste
3546108;Santa Clara d'Oeste;SP;Mata Atlântica;Sudeste
3546207;Santa Cruz da Conceição;SP;Cerrado;Sudeste
3546256;Santa Cruz da Esperança;SP;Cerrado;Sudeste
3546306;Santa Cruz das Palmeiras;SP;Mata Atlântica;Sudeste
3546405;Santa Cruz do Rio Pardo;SP;Mata Atlântica;Sudeste
3546504;Santa Ernestina;SP;Mata Atlântica;Sudeste
3546603;Santa Fé do Sul;SP;Mata Atlântica;Sudeste
3546702;Santa Gertrudes;SP;Mata Atlântica;Sudeste
3546801;Santa Isabel;SP;Mata Atlântica;Sudeste
3546900;Santa Lúcia;SP;Mata Atlântica;Sudeste
