Geocódigo;Nome do município;Sigla da UF;Bioma predominante
3162302;São João da Mata;MG;Mata Atlântica
3162401;São João da Ponte;MG;Caatinga
3162450;São João das Missões;MG;Caatinga
3162500;São João del Rei;MG;Mata Atlântica
3162559;São João do Manhuaçu;MG;Mata Atlântica
3162575;São João do Manteninha;MG;Mata Atlântica
3162609;São João do Oriente;MG;Mata Atlântica
3162658;São João do Pacuí;MG;Cerrado
3162708;São João do Paraíso;MG;Mata Atlântica
3162807;São João Evangelista;MG;Mata Atlântica
3162906;São João Nepomuceno;MG;Mata Atlântica
3162922;São Joaquim de Bicas;MG;Mata Atlântica
3162948;São José da Barra;MG;Cerrado
3162955;São José da Lapa;MG;Cerrado
3163003;São José da Safira;MG;Mata Atlântica
3163102;São José da Varginha;MG;Cerrado
3163201;São José do Alegre;MG;Mata Atlântica
3163300;São José do Divino;MG;Mata Atlântica
3163409;São José do Goiabal;MG;Mata Atlântica
3163508;São José do Jacuri;MG;Mata Atlântica
3163607;São José do Mantimento;MG;Mata Atlântica
3163706;São Lourenço;MG;Mata Atlântica
3163805;São Miguel do Anta;MG;Mata Atlântica
3163904;São Pedro da União;MG;Mata Atlântica
3164001;São Pedro dos Ferros;MG;Mata Atlântica
3164100;São Pedro do Suaçuí;MG;Mata Atlântica
3164209;São Romão;MG;Cerrado
3164308;São Roque de Minas;MG;Cerrado
3164407;São Sebastião da Bela Vista;MG;Mata Atlântica
3164431;São Sebastião da Vargem Alegre;MG;Mata Atlântica
3164472;São Sebastião do Anta;MG;Mata Atlântica
3164506;São Sebastião do Maranhão;MG;Mata Atlântica
3164605;São Sebastião do Oeste;MG;Cerrado
3164704;São Sebastião do Paraíso;MG;Mata Atlântica
3164803;São Sebastião do Rio Preto;MG;Mata Atlântica
3164902;São Sebastião do Rio Verde;MG;Mata Atlântica
3165008;São Tiago;MG;Mata Atlântica
3165107;São Tomás de Aquino;MG;Mata Atlântica
3165206;São Tomé das Letras;MG;Mata Atlântica
3165305;São Vicente de Minas;MG;Mata Atlântica
3165404;Sapucaí-Mirim;MG;Mata Atlântica
3165503;Sardoá;MG;Mata Atlântica
3165537;Sarzedo;MG;Mata Atlântica
3165552;Setubinha;MG;Mata Atlântica
3165560;Sem-Peixe;MG;Mata Atlântica
3165578;Senador Amaral;MG;Mata Atlântica
3165602;Senador Cortes;MG;Mata Atlântica
3165701;Senador Firmino;MG;Mata Atlântica
3165800;Senador José Bento;MG;Mata Atlântica
3165909;Senador Modestino Gonçalves;MG;Cerrado
3166006;Senhora de Oliveira;MG;Mata Atlântica
3166105;Senhora do Porto;MG;Mata Atlântica
3166204;Senhora dos Remédios;MG;Mata Atlântica
3166303;Sericita;MG;Mata Atlântica
3166402;Seritinga;MG;Mata Atlântica
3166501;Serra Azul de Minas;MG;Mata Atlântica
3166600;Serra da Saudade;MG;Cerrado
3166709;Serra dos Aimorés;MG;Mata Atlântica
3166808;Serra do Salitre;MG;Cerrado
3166907;Serrania;MG;Mata Atlântica
3166956;Serranópolis de Minas;MG;Caatinga
3167004;Serranos;MG;Mata Atlântica
3167103;Serro;MG;Mata Atlântica
3167202;Sete Lagoas;MG;Cerrado
3167301;Silveirânia;MG;Mata Atlântica
3167400;Silvianópolis;MG;Mata Atlântica
3167509;Simão Pereira;MG;Mata Atlântica
3167608;Simonésia;MG;Mata Atlântica
3167707;Sobrália;MG;Mata Atlântica
3167806;Soledade de Minas;MG;Mata Atlântica
3167905;Tabuleiro;MG;Mata Atlântica
3168002;Taiobeiras;MG;Cerrado
3168051;Taparuba;MG;Mata Atlântica
3168101;Tapira;MG;Cerrado
3168200;Tapiraí;MG;Cerrado
3168309;Taquaraçu de Minas;MG;Cerrado
3168408;Tarumirim;MG;Mata Atlântica
3168507;Teixeiras;MG;Mata Atlântica
3168606;Teófilo Otoni;MG;Mata Atlântica
3168705;Timóteo;MG;Mata Atlântica
3168804;Tiradentes;MG;Mata Atlântica
3168903;Tiros;MG;Cerrado
3169000;Tocantins;MG;Mata Atlântica
3169059;Tocos do Moji;MG;Mata Atlântica
3169109;Toledo;MG;Mata Atlântica
3169208;Tombos;MG;Mata Atlântica
3169307;Três Corações;MG;Mata Atlântica
3169356;Três Marias;MG;Cerrado
3169406;Três Pontas;MG;Mata Atlântica
3169505;Tumiritinga;MG;Mata Atlântica
3169604;Tupaciguara;MG;Cerrado
3169703;Turmalina;MG;Cerrado
3169802;Turvolândia;MG;Mata Atlântica
3169901;Ubá;MG;Mata Atlântica
3170008;Ubaí;MG;Cerrado
3170057;Ubaporanga;MG;Mata Atlântica
3170107;Uberaba;MG;Cerrado
3170206;Uberlândia;MG;Cerrado
3170305;Umburatiba;MG;Mata Atlântica
3170404;Unaí;MG;Cerrado
3170438;União de Minas;MG;Cerrado
3170479;Uruana de Minas;MG;Cerrado
3170503;Urucânia;MG;Mata Atlântica
3170529;Urucuia;MG;Cerrado
3170578;Vargem Alegre;MG;Mata Atlântica
3170602;Vargem Bonita;MG;Cerrado
3170651;Vargem Grande do Rio Pardo;MG;Cerrado
3170701;Varginha;MG;Mata Atlântica
3170750;Varjão de Minas;MG;Cerrado
3170800;Várzea da Palma;MG;Cerrado
3170909;Varzelândia;MG;Caatinga
3171006;Vazante;MG;Cerrado
3171030;Verdelândia;MG;Caatinga
3171071;Veredinha;MG;Cerrado
3171105;Veríssimo;MG;Cerrado
3171154;Vermelho Novo;MG;Mata Atlântica
3171204;Vespasiano;MG;Cerrado
3171303;Viçosa;MG;Mata Atlântica
3171402;Vieiras;MG;Mata Atlântica
3171501;Mathias Lobato;MG;Mata Atlântica
3171600;Virgem da Lapa;MG;Cerrado
3171709;Virgínia;MG;Mata Atlântica
3171808;Virginópolis;MG;Mata Atlântica
3171907;Virgolândia;MG;Mata Atlântica
3172004;Visconde do Rio Branco;MG;Mata Atlântica
3172103;Volta Grande;MG;Mata Atlântica
3172202;Wenceslau Braz;MG;Mata Atlântica
3200102;Afonso Cláudio;ES;Mata Atlântica
3200136;Águia Branca;ES;Mata Atlântica
3200169;Água Doce do Norte;ES;Mata Atlântica
3200201;Alegre;ES;Mata Atlântica
3200300;Alfredo Chaves;ES;Mata Atlântica
3200359;Alto Rio Novo;ES;Mata Atlântica
3200409;Anchieta;ES;Mata Atlântica
3200508;Apiacá;ES;Mata Atlântica
3200607;Aracruz;ES;Mata Atlântica
3200706;Atílio Vivacqua;ES;Mata Atlântica
3200805;Baixo Guandu;ES;Mata Atlântica
3200904;Barra de São Francisco;ES;Mata Atlântica
3201001;Boa Esperança;ES;Mata Atlântica
3201100;Bom Jesus do Norte;ES;Mata Atlântica
3201159;Brejetuba;ES;Mata Atlântica
3201209;Cachoeiro de Itapemirim;ES;Mata Atlântica
3201308;Cariacica;ES;Mata Atlântica
3201407;Castelo;ES;Mata Atlântica
3201506;Colatina;ES;Mata Atlântica
3201605;Conceição da Barra;ES;Mata Atlântica
3201704;Conceição do Castelo;ES;Mata Atlântica
3201803;Divino de São Lourenço;ES;Mata Atlântica
3201902;Domingos Martins;ES;Mata Atlântica
3202009;Dores do Rio Preto;ES;Mata Atlântica
3202108;Ecoporanga;ES;Mata Atlântica
3202207;Fundão;ES;Mata Atlântica
3202256;Governador Lindenberg;ES;Mata Atlântica
3202306;Guaçuí;ES;Mata Atlântica
3202405;Guarapari;ES;Mata Atlântica
3202454;Ibatiba;ES;Mata Atlântica
3202504;Ibiraçu;ES;Mata Atlântica
3202553;Ibitirama;ES;Mata Atlântica
3202603;Iconha;ES;Mata Atlântica
3202652;Irupi;ES;Mata Atlântica
3202702;Itaguaçu;ES;Mata Atlântica
3202801;Itapemirim;ES;Mata Atlântica
3202900;Itarana;ES;Mata Atlântica
3203007;Iúna;ES;Mata Atlântica
3203056;Jaguaré;ES;Mata Atlântica
3203106;Jerônimo Monteiro;ES;Mata Atlântica
3203130;João Neiva;ES;Mata Atlântica
3203163;Laranja da Terra;ES;Mata Atlântica
3203205;Linhares;ES;Mata Atlântica
3203304;Mantenópolis;ES;Mata Atlântica
3203320;Marataízes;ES;Mata Atlântica
3203346;Marechal Floriano;ES;Mata Atlântica
3203353;Marilândia;ES;Mata Atlântica
3203403;Mimoso do Sul;ES;Mata Atlântica
3203502;Montanha;ES;Mata Atlântica
3203601;Mucurici;ES;Mata Atlântica
3203700;Muniz Freire;ES;Mata Atlântica
3203809;Muqui;ES;Mata Atlântica
3203908;Nova Venécia;ES;Mata Atlântica
3204005;Pancas;ES;Mata Atlântica
3204054;Pedro Canário;ES;Mata Atlântica
3204104;Pinheiros;ES;Mata Atlântica
3204203;Piúma;ES;Mata Atlântica
3204252;Ponto Belo;ES;Mata Atlântica
3204302;Presidente Kennedy;ES;Mata Atlântica
3204351;Rio Bananal;ES;Mata Atlântica
3204401;Rio Novo do Sul;ES;Mata Atlântica
3204500;Santa Leopoldina;ES;Mata Atlântica
3204559;Santa Maria de Jetibá;ES;Mata Atlântica
3204609;Santa Teresa;ES;Mata Atlântica
3204658;São Domingos do Norte;ES;Mata Atlântica
3204708;São Gabriel da Palha;ES;Mata Atlântica
3204807;São José do Calçado;ES;Mata Atlântica
3204906;São Mateus;ES;Mata Atlântica
3204955;São Roque do Canaã;ES;Mata Atlântica
3205002;Serra;ES;Mata Atlântica
3205010;Sooretama;ES;Mata Atlântica
3205036;Vargem Alta;ES;Mata Atlântica
3205069;Venda Nova do Imigrante;ES;Mata Atlântica
3205101;Viana;ES;Mata Atlântica
3205150;Vila Pavão;ES;Mata Atlântica
3205176;Vila Valério;ES;Mata Atlântica
3205200;Vila Velha;ES;Mata Atlântica
3205309;Vitória;ES;Mata Atlântica
3300100;Angra dos Reis;RJ;Mata Atlântica
3300159;Aperibé;RJ;Mata Atlântica
3300209;Araruama;RJ;Mata Atlântica
3300225;Areal;RJ;Mata Atlântica
3300233;Armação dos Búzios;RJ;Mata Atlântica
3300258;Arraial do Cabo;RJ;Mata Atlântica
3300308;Barra do Piraí;RJ;Mata Atlântica
3300407;Barra Mansa;RJ;Mata Atlântica
3300456;Belford Roxo;RJ;Mata Atlântica
3300506;Bom Jardim;RJ;Mata Atlântica
3300605;Bom Jesus do Itabapoana;RJ;Mata Atlântica
3300704;Cabo Frio;RJ;Mata Atlântica
3300803;Cachoeiras de Macacu;RJ;Mata Atlântica
3300902;Cambuci;RJ;Mata Atlântica
3300936;Carapebus;RJ;Mata Atlântica
3300951;Comendador Levy Gasparian;RJ;Mata Atlântica
3301009;Campos dos Goytacazes;RJ;Mata Atlântica
3301108;Cantagalo;RJ;Mata Atlântica
3301157;Cardoso Moreira;RJ;Mata Atlântica
3301207;Carmo;RJ;Mata Atlântica
3301306;Casimiro de Abreu;RJ;Mata Atlântica
3301405;Conceição de Macabu;RJ;Mata Atlântica
3301504;Cordeiro;RJ;Mata Atlântica
3301603;Duas Barras;RJ;Mata Atlântica
3301702;Duque de Caxias;RJ;Mata Atlântica
3301801;Engenheiro Paulo de Frontin;RJ;Mata Atlântica
3301850;Guapimirim;RJ;Mata Atlântica
3301876;Iguaba Grande;RJ;Mata Atlântica
3301900;Itaboraí;RJ;Mata Atlântica
3302007;Itaguaí;RJ;Mata Atlântica
3302056;Italva;RJ;Mata Atlântica
3302106;Itaocara;RJ;Mata Atlântica
3302205;Itaperuna;RJ;Mata Atlântica
3302254;Itatiaia;RJ;Mata Atlântica
3302270;Japeri;RJ;Mata Atlântica
3302304;Laje do Muriaé;RJ;Mata Atlântica
3302403;Macaé;RJ;Mata Atlântica
3302452;Macuco;RJ;Mata Atlântica
3302502;Magé;RJ;Mata Atlântica
3302601;Mangaratiba;RJ;Mata Atlântica
3302700;Maricá;RJ;Mata Atlântica
3302809;Mendes;RJ;Mata Atlântica
3302858;Mesquita;RJ;Mata Atlântica
3302908;Miguel Pereira;RJ;Mata Atlântica
3303005;Miracema;RJ;Mata Atlântica
3303104;Natividade;RJ;Mata Atlântica
3303203;Nilópolis;RJ;Mata Atlântica
3303302;Niterói;RJ;Mata Atlântica
3303401;Nova Friburgo;RJ;Mata Atlântica
3303500;Nova Iguaçu;RJ;Mata Atlântica
3303609;Paracambi;RJ;Mata Atlântica
3303708;Paraíba do Sul;RJ;Mata Atlântica
3303807;Paraty;RJ;Mata Atlântica
3303856;Paty do Alferes;RJ;Mata Atlântica
3303906;Petrópolis;RJ;Mata Atlântica
3303955;Pinheiral;RJ;Mata Atlântica
3304003;Piraí;RJ;Mata Atlântica
3304102;Porciúncula;RJ;Mata Atlântica
3304110;Porto Real;RJ;Mata Atlântica
3304128;Quatis;RJ;Mata Atlântica
3304144;Queimados;RJ;Mata Atlântica
3304151;Quissamã;RJ;Mata Atlântica
3304201;Resende;RJ;Mata Atlântica
3304300;Rio Bonito;RJ;Mata Atlântica
3304409;Rio Claro;RJ;Mata Atlântica
3304508;Rio das Flores;RJ;Mata Atlântica
3304524;Rio das Ostras;RJ;Mata Atlântica
3304557;Rio de Janeiro;RJ;Mata Atlântica
3304607;Santa Maria Madalena;RJ;Mata Atlântica
3304706;Santo Antônio de Pádua;RJ;Mata Atlântica
3304755;São Francisco de Itabapoana;RJ;Mata Atlântica
3304805;São Fidélis;RJ;Mata Atlântica
3304904;São Gonçalo;RJ;Mata Atlântica
3305000;São João da Barra;RJ;Mata Atlântica
3305109;São João de Meriti;RJ;Mata Atlântica
3305133;São José de Ubá;RJ;Mata Atlântica
3305158;São José do Vale do Rio Preto;RJ;Mata Atlântica
3305208;São Pedro da Aldeia;RJ;Mata Atlântica
3305307;São Sebastião do Alto;RJ;Mata Atlântica
3305406;Sapucaia;RJ;Mata Atlântica
3305505;Saquarema;RJ;Mata Atlântica
3305554;Seropédica;RJ;Mata Atlântica
3305604;Silva Jardim;RJ;Mata Atlântica
3305703;Sumidouro;RJ;Mata Atlântica
3305752;Tanguá;RJ;Mata Atlântica
3305802;Teresópolis;RJ;Mata Atlântica
3305901;Trajano de Moraes;RJ;Mata Atlântica
3306008;Três Rios;RJ;Mata Atlântica
3306107;Valença;RJ;Mata Atlântica
3306156;Varre-Sai;RJ;Mata Atlântica
3306206;Vassouras;RJ;Mata Atlântica
3306305;Volta Redonda;RJ;Mata Atlântica
3500105;Adamantina;SP;Mata Atlântica
3500204;Adolfo;SP;Mata Atlântica
3500303;Aguaí;SP;Mata Atlântica
3500402;Águas da Prata;SP;Mata Atlântica
3500501;Águas de Lindóia;SP;Mata Atlântica
3500550;Águas de Santa Bárbara;SP;Cerrado
3500600;Águas de São Pedro;SP;Mata Atlântica
3500709;Agudos;SP;Cerrado
3500758;Alambari;SP;Mata Atlântica
3500808;Alfredo Marcondes;SP;Mata Atlântica
3500907;Altair;SP;Mata Atlântica
3501004;Altinópolis;SP;Cerrado
3501103;Alto Alegre;SP;Mata Atlântica
3501152;Alumínio;SP;Mata Atlântica
3501202;Álvares Florence;SP;Mata Atlântica
3501301;Álvares Machado;SP;Mata Atlântica
3501400;Álvaro de Carvalho;SP;Mata Atlântica
3501509;Alvinlândia;SP;Mata Atlântica
3501608;Americana;SP;Mata Atlântica
3501707;Américo Brasiliense;SP;Cerrado
3501806;Américo de Campos;SP;Mata Atlântica
3501905;Amparo;SP;Mata Atlântica
3502002;Analândia;SP;Cerrado
3502101;Andradina;SP;Mata Atlântica
3502200;Angatuba;SP;Cerrado
3502309;Anhembi;SP;Cerrado
3502408;Anhumas;SP;Mata Atlântica
3502507;Aparecida;SP;Mata Atlântica
3502606;Aparecida d'Oeste;SP;Mata Atlântica
3502705;Apiaí;SP;Mata Atlântica
3502754;Araçariguama;SP;Mata Atlântica
3502804;Araçatuba;SP;Mata Atlântica
3502903;Araçoiaba da Serra;SP;Mata Atlântica
3503000;Aramina;SP;Cerrado
3503109;Arandu;SP;Mata Atlântica
3503158;Arapeí;SP;Mata Atlântica
3503208;Araraquara;SP;Cerrado
3503307;Araras;SP;Mata Atlântica
3503356;Arco-Íris;SP;Mata Atlântica
3503406;Arealva;SP;Cerrado
3503505;Areias;SP;Mata Atlântica
3503604;Areiópolis;SP;Mata Atlântica
3503703;Ariranha;SP;Mata Atlântica
3503802;Artur Nogueira;SP;Mata Atlântica
3503901;Arujá;SP;Mata Atlântica
3503950;Aspásia;SP;Mata Atlântica
3504008;Assis;SP;Cerrado
3504107;Atibaia;SP;Mata Atlântica
3504206;Auriflama;SP;Mata Atlântica
3504305;Avaí;SP;Mata Atlântica
3504404;Avanhandava;SP;Mata Atlântica
3504503;Avaré;SP;Cerrado
3504602;Bady Bassitt;SP;Mata Atlântica
3504701;Balbinos;SP;Mata Atlântica
3504800;Bálsamo;SP;Mata Atlântica
3504909;Bananal;SP;Mata Atlântica
3505005;Barão de Antonina;SP;Mata Atlântica
3505104;Barbosa;SP;Mata Atlântica
3505203;Bariri;SP;Mata Atlântica
3505302;Barra Bonita;SP;Mata Atlântica
3505351;Barra do Chapéu;SP;Mata Atlântica
3505401;Barra do Turvo;SP;Mata Atlântica
3505500;Barretos;SP;Cerrado
3505609;Barrinha;SP;Mata Atlântica
3505708;Barueri;SP;Mata Atlântica
3505807;Bastos;SP;Mata Atlântica
3505906;Batatais;SP;Mata Atlântica
3506003;Bauru;SP;Cerrado
3506102;Bebedouro;SP;Cerrado
3506201;Bento de Abreu;SP;Mata Atlântica
3506300;Bernardino de Campos;SP;Mata Atlântica
3506359;Bertioga;SP;Mata Atlântica
3506409;Bilac;SP;Mata Atlântica
3506508;Birigui;SP;Mata Atlântica
3506607;Biritiba Mirim;SP;Mata Atlântica
3506706;Boa Esperança do Sul;SP;Cerrado
3506805;Bocaina;SP;Mata Atlântica
3506904;Bofete;SP;Cerrado
3507001;Boituva;SP;Mata Atlântica
3507100;Bom Jesus dos Perdões;SP;Mata Atlântica
3507159;Bom Sucesso de Itararé;SP;Mata Atlântica
3507209;Borá;SP;Mata Atlântica
3507308;Boracéia;SP;Mata Atlântica
3507407;Borborema;SP;Mata Atlântica
3507456;Borebi;SP;Cerrado
3507506;Botucatu;SP;Cerrado
3507605;Bragança Paulista;SP;Mata Atlântica
3507704;Braúna;SP;Mata Atlântica
3507753;Brejo Alegre;SP;Mata Atlântica
3507803;Brodowski;SP;Mata Atlântica
3507902;Brotas;SP;Cerrado
3508009;Buri;SP;Mata Atlântica
3508108;Buritama;SP;Mata Atlântica
3508207;Buritizal;SP;Cerrado
3508306;Cabrália Paulista;SP;Cerrado
3508405;Cabreúva;SP;Mata Atlântica
3508504;Caçapava;SP;Mata Atlântica
3508603;Cachoeira Paulista;SP;Mata Atlântica
3508702;Caconde;SP;Mata Atlântica
3508801;Cafelândia;SP;Mata Atlântica
3508900;Caiabu;SP;Mata Atlântica
3509007;Caieiras;SP;Mata Atlântica
3509106;Caiuá;SP;Mata Atlântica
3509205;Cajamar;SP;Mata Atlântica
3509254;Cajati;SP;Mata Atlântica
3509304;Cajobi;SP;Mata Atlântica
3509403;Cajuru;SP;Cerrado
3509452;Campina do Monte Alegre;SP;Cerrado
3509502;Campinas;SP;Mata Atlântica
3509601;Campo Limpo Paulista;SP;Mata Atlântica
3509700;Campos do Jordão;SP;Mata Atlântica
3509809;Campos Novos Paulista;SP;Cerrado
3509908;Cananéia;SP;Mata Atlântica
3509957;Canas;SP;Mata Atlântica
3510005;Cândido Mota;SP;Mata Atlântica
3510104;Cândido Rodrigues;SP;Mata Atlântica
3510153;Canitar;SP;Mata Atlântica
3510203;Capão Bonito;SP;Mata Atlântica
3510302;Capela do Alto;SP;Mata Atlântica
3510401;Capivari;SP;Mata Atlântica
3510500;Caraguatatuba;SP;Mata Atlântica
3510609;Carapicuíba;SP;Mata Atlântica
3510708;Cardoso;SP;Mata Atlântica
3510807;Casa Branca;SP;Mata Atlântica
3510906;Cássia dos Coqueiros;SP;Cerrado
3511003;Castilho;SP;Mata Atlântica
3511102;Catanduva;SP;Mata Atlântica
3511201;Catiguá;SP;Mata Atlântica
3511300;Cedral;SP;Mata Atlântica
3511409;Cerqueira César;SP;Cerrado
3511508;Cerquilho;SP;Mata Atlântica
3511607;Cesário Lange;SP;Mata Atlântica
3511706;Charqueada;SP;Cerrado
3511904;Clementina;SP;Mata Atlântica
3512001;Colina;SP;Cerrado
3512100;Colômbia;SP;Cerrado
3512209;Conchal;SP;Cerrado
3512308;Conchas;SP;Mata Atlântica
3512407;Cordeirópolis;SP;Mata Atlântica
3512506;Coroados;SP;Mata Atlântica
3512605;Coronel Macedo;SP;Mata Atlântica
3512704;Corumbataí;SP;Mata Atlântica
3512803;Cosmópolis;SP;Mata Atlântica
3512902;Cosmorama;SP;Mata Atlântica
3513009;Cotia;SP;Mata Atlântica
3513108;Cravinhos;SP;Mata Atlântica
3513207;Cristais Paulista;SP;Mata Atlântica
3513306;Cruzália;SP;Mata Atlântica
3513405;Cruzeiro;SP;Mata Atlântica
3513504;Cubatão;SP;Mata Atlântica
3513603;Cunha;SP;Mata Atlântica
3513702;Descalvado;SP;Cerrado
3513801;Diadema;SP;Mata Atlântica
3513850;Dirce Reis;SP;Mata Atlântica
3513900;Divinolândia;SP;Mata Atlântica
3514007;Dobrada;SP;Mata Atlântica
3514106;Dois Córregos;SP;Mata Atlântica
3514205;Dolcinópolis;SP;Mata Atlântica
3514304;Dourado;SP;Mata Atlântica
3514403;Dracena;SP;Mata Atlântica
3514502;Duartina;SP;Mata Atlântica
3514601;Dumont;SP;Mata Atlântica
3514700;Echaporã;SP;Cerrado
3514809;Eldorado;SP;Mata Atlântica
3514908;Elias Fausto;SP;Mata Atlântica
3514924;Elisiário;SP;Mata Atlântica
3514957;Embaúba;SP;Mata Atlântica
3515004;Embu das Artes;SP;Mata Atlântica
3515103;Embu-Guaçu;SP;Mata Atlântica
3515129;Emilianópolis;SP;Mata Atlântica
3515152;Engenheiro Coelho;SP;Mata Atlântica
3515186;Espírito Santo do Pinhal;SP;Mata Atlântica
3515194;Espírito Santo do Turvo;SP;Cerrado
3515202;Estrela d'Oeste;SP;Mata Atlântica
3515301;Estrela do Norte;SP;Mata Atlântica
3515350;Euclides da Cunha Paulista;SP;Mata Atlântica
3515400;Fartura;SP;Mata Atlântica
3515509;Fernandópolis;SP;Mata Atlântica
3515608;Fernando Prestes;SP;Mata Atlântica
3515657;Fernão;SP;Mata Atlântica
3515707;Ferraz de Vasconcelos;SP;Mata Atlântica
3515806;Flora Rica;SP;Mata Atlântica
3515905;Floreal;SP;Mata Atlântica
3516002;Flórida Paulista;SP;Mata Atlântica
3516101;Florínea;SP;Mata Atlântica
3516200;Franca;SP;Cerrado
3516309;Francisco Morato;SP;Mata Atlântica
3516408;Franco da Rocha;SP;Mata Atlântica
3516507;Gabriel Monteiro;SP;Mata Atlântica
3516606;Gália;SP;Mata Atlântica
3516705;Garça;SP;Mata Atlântica
3516804;Gastão Vidigal;SP;Mata Atlântica
3516853;Gavião Peixoto;SP;Cerrado
3516903;General Salgado;SP;Mata Atlântica
3517000;Getulina;SP;Mata Atlântica
3517109;Glicério;SP;Mata Atlântica
3517208;Guaiçara;SP;Mata Atlântica
3517307;Guaimbê;SP;Mata Atlântica
3517406;Guaíra;SP;Mata Atlântica
3517505;Guapiaçu;SP;Mata Atlântica
3517604;Guapiara;SP;Mata Atlântica
3517703;Guará;SP;Mata Atlântica
3517802;Guaraçaí;SP;Mata Atlântica
3517901;Guaraci;SP;Cerrado
3518008;Guarani d'Oeste;SP;Mata Atlântica
3518107;Guarantã;SP;Mata Atlântica
3518206;Guararapes;SP;Mata Atlântica
3518305;Guararema;SP;Mata Atlântica
3518404;Guaratinguetá;SP;Mata Atlântica
3518503;Guareí;SP;Mata Atlântica
3518602;Guariba;SP;Mata Atlântica
3518701;Guarujá;SP;Mata Atlântica
3518800;Guarulhos;SP;Mata Atlântica
3518859;Guatapará;SP;Mata Atlântica
3518909;Guzolândia;SP;Mata Atlântica
3519006;Herculândia;SP;Mata Atlântica
3519055;Holambra;SP;Mata Atlântica
3519071;Hortolândia;SP;Mata Atlântica
3519105;Iacanga;SP;Mata Atlântica
3519204;Iacri;SP;Mata Atlântica
3519253;Iaras;SP;Cerrado
3519303;Ibaté;SP;Cerrado
3519402;Ibirá;SP;Mata Atlântica
3519501;Ibirarema;SP;Mata Atlântica
3519600;Ibitinga;SP;Mata Atlântica
3519709;Ibiúna;SP;Mata Atlântica
3519808;Icém;SP;Cerrado
3519907;Iepê;SP;Mata Atlântica
3520004;Igaraçu do Tietê;SP;Mata Atlântica
3520103;Igarapava;SP;Mata Atlântica
3520202;Igaratá;SP;Mata Atlântica
3520301;Iguape;SP;Mata Atlântica
3520400;Ilhabela;SP;Mata Atlântica
3520426;Ilha Comprida;SP;Mata Atlântica
3520442;Ilha Solteira;SP;Mata Atlântica
3520509;Indaiatuba;SP;Mata Atlântica
3520608;Indiana;SP;Mata Atlântica
3520707;Indiaporã;SP;Mata Atlântica
3520806;Inúbia Paulista;SP;Mata Atlântica
3520905;Ipaussu;SP;Mata Atlântica
3521002;Iperó;SP;Mata Atlântica
3521101;Ipeúna;SP;Mata Atlântica
3521150;Ipiguá;SP;Mata Atlântica
3521200;Iporanga;SP;Mata Atlântica
3521309;Ipuã;SP;Mata Atlântica
3521408;Iracemápolis;SP;Mata Atlântica
3521507;Irapuã;SP;Mata Atlântica
3521606;Irapuru;SP;Mata Atlântica
3521705;Itaberá;SP;Mata Atlântica
3521804;Itaí;SP;Cerrado
3521903;Itajobi;SP;Mata Atlântica
3522000;Itaju;SP;Mata Atlântica
3522109;Itanhaém;SP;Mata Atlântica
3522158;Itaoca;SP;Mata Atlântica
3522208;Itapecerica da Serra;SP;Mata Atlântica
3522307;Itapetininga;SP;Mata Atlântica
3522406;Itapeva;SP;Cerrado
3522505;Itapevi;SP;Mata Atlântica
3522604;Itapira;SP;Mata Atlântica
3522653;Itapirapuã Paulista;SP;Mata Atlântica
3522703;Itápolis;SP;Mata Atlântica
3522802;Itaporanga;SP;Mata Atlântica
3522901;Itapuí;SP;Mata Atlântica
3523008;Itapura;SP;Mata Atlântica
3523107;Itaquaquecetuba;SP;Mata Atlântica
3523206;Itararé;SP;Cerrado
3523305;Itariri;SP;Mata Atlântica
3523404;Itatiba;SP;Mata Atlântica
3523503;Itatinga;SP;Cerrado
3523602;Itirapina;SP;Cerrado
3523701;Itirapuã;SP;Mata Atlântica
3523800;Itobi;SP;Mata Atlântica
3523909;Itu;SP;Mata Atlântica
3524006;Itupeva;SP;Mata Atlântica
3524105;Ituverava;SP;Mata Atlântica
3524204;Jaborandi;SP;Mata Atlântica
3524303;Jaboticabal;SP;Mata Atlântica
3524402;Jacareí;SP;Mata Atlântica
3524501;Jaci;SP;Mata Atlântica
3524600;Jacupiranga;SP;Mata Atlântica
3524709;Jaguariúna;SP;Mata Atlântica
3524808;Jales;SP;Mata Atlântica
3524907;Jambeiro;SP;Mata Atlântica
3525003;Jandira;SP;Mata Atlântica
3525102;Jardinópolis;SP;Mata Atlântica
3525201;Jarinu;SP;Mata Atlântica
3525300;Jaú;SP;Mata Atlântica
3525409;Jeriquara;SP;Cerrado
3525508;Joanópolis;SP;Mata Atlântica
3525607;João Ramalho;SP;Mata Atlântica
3525706;José Bonifácio;SP;Mata Atlântica
3525805;Júlio Mesquita;SP;Mata Atlântica
3525854;Jumirim;SP;Mata Atlântica
3525904;Jundiaí;SP;Mata Atlântica
3526001;Junqueirópolis;SP;Mata Atlântica
3526100;Juquiá;SP;Mata Atlântica
3526209;Juquitiba;SP;Mata Atlântica
3526308;Lagoinha;SP;Mata Atlântica
3526407;Laranjal Paulista;SP;Mata Atlântica
3526506;Lavínia;SP;Mata Atlântica
3526605;Lavrinhas;SP;Mata Atlântica
3526704;Leme;SP;Mata Atlântica
3526803;Lençóis Paulista;SP;Cerrado
3526902;Limeira;SP;Mata Atlântica
3527009;Lindóia;SP;Mata Atlântica
3527108;Lins;SP;Mata Atlântica
